get switch value,get base input,get arm input,get gripper input,publish base,publish arm,publish gripper,publish servo,,
3.81E-06,1.22E-05,2.72E-05,6.94E-05,0.000187397,0.000145674,0.013973951,5.72E-06,,
0.002088785,1.26E-05,2.79E-05,7.27E-05,0.000198603,0.00027585,0.037723541,4.53E-06,,
3.10E-06,1.12E-05,2.38E-05,6.68E-05,0.000192165,0.000207186,0.021106005,5.96E-06,,
2.86E-06,1.14E-05,2.12E-05,6.89E-05,0.000181437,0.000145197,0.014895201,5.25E-06,,
3.81E-06,1.34E-05,2.84E-05,7.03E-05,0.000265121,0.001221895,0.014579535,4.77E-06,,
3.58E-06,1.26E-05,2.53E-05,6.96E-05,0.000186682,0.000208378,0.021221161,4.53E-06,,
3.81E-06,1.24E-05,2.60E-05,6.96E-05,0.000227928,0.000152349,0.019021988,5.25E-06,,
3.10E-06,1.14E-05,1.98E-05,5.98E-05,0.000180721,0.000142336,0.017267942,4.77E-06,,
3.58E-06,1.55E-05,3.03E-05,7.94E-05,0.001236439,0.000248194,0.013933182,5.01E-06,,
3.81E-06,1.41E-05,2.96E-05,0.000106812,0.000210285,0.000131369,0.016698837,3.34E-06,,
2.86E-06,1.22E-05,2.60E-05,6.65E-05,0.000227451,0.000147343,0.01933074,3.34E-06,,
3.34E-06,1.19E-05,2.57E-05,6.53E-05,0.000187635,0.000148296,0.014948368,5.48E-06,,
3.58E-06,1.31E-05,2.93E-05,6.65E-05,0.000240564,0.000848293,0.011095524,4.05E-06,,
4.05E-06,1.22E-05,2.67E-05,6.94E-05,0.00018692,0.000147581,0.017471075,4.29E-06,,
3.81E-06,1.31E-05,2.69E-05,7.22E-05,0.000201702,0.000154972,0.019364357,4.05E-06,,
3.10E-06,1.14E-05,2.31E-05,6.63E-05,0.000190735,0.000152826,0.017210484,5.25E-06,,
3.81E-06,1.57E-05,7.84E-05,8.46E-05,0.000259876,0.00020504,0.016564608,3.34E-06,,
9.54E-06,1.41E-05,3.36E-05,6.99E-05,0.000216007,0.00015974,0.017920256,3.34E-06,,
3.34E-06,1.24E-05,2.77E-05,6.84E-05,0.000186443,0.000141621,0.012771606,5.48E-06,,
3.58E-06,1.17E-05,2.12E-05,6.27E-05,0.000232458,0.000151873,0.012893438,5.25E-06,,
3.81E-06,1.24E-05,2.36E-05,6.91E-05,0.000182629,0.000128508,0.01147747,5.48E-06,,
0.004508734,1.31E-05,3.03E-05,7.37E-05,0.000206232,0.000173569,0.016437769,4.05E-06,,
3.34E-06,1.17E-05,2.86E-05,6.79E-05,0.000188112,0.000146866,0.020205021,4.05E-06,,
3.10E-06,1.22E-05,2.50E-05,6.84E-05,0.000190258,0.000149012,0.017599821,4.77E-06,,
3.58E-06,1.17E-05,2.67E-05,7.08E-05,0.000247478,0.000173569,0.013039589,5.25E-06,,
3.10E-06,1.17E-05,2.72E-05,6.60E-05,0.000245333,0.000178337,0.018579006,5.25E-06,,
2.38E-06,1.34E-05,2.69E-05,7.01E-05,0.000197172,0.000163078,0.026885271,4.53E-06,,
2.62E-06,1.19E-05,7.37E-05,6.99E-05,0.000242472,0.000157595,0.011012554,5.01E-06,,
3.58E-06,1.17E-05,2.24E-05,6.41E-05,0.000190973,0.000168324,0.015402317,4.77E-06,,
3.34E-06,1.26E-05,2.34E-05,6.72E-05,0.000283003,0.000234127,0.018209696,5.01E-06,,
3.58E-06,1.38E-05,3.12E-05,0.000138044,0.00028348,0.001152754,0.015375853,5.01E-06,,
3.58E-06,1.19E-05,2.69E-05,7.08E-05,0.000196457,0.000130415,0.011570215,4.77E-06,,
3.58E-06,1.26E-05,2.72E-05,6.96E-05,0.00019002,0.000123739,0.015078306,5.48E-06,,
3.34E-06,1.12E-05,1.98E-05,6.10E-05,0.000174522,0.000137329,0.016387701,5.25E-06,,
3.10E-06,1.41E-05,2.98E-05,6.41E-05,0.000221252,0.000251055,0.01300478,4.77E-06,,
3.58E-06,1.22E-05,2.53E-05,7.01E-05,0.000188828,0.000145912,0.013572216,3.10E-06,,
4.05E-06,1.31E-05,2.67E-05,7.03E-05,0.000194788,0.000146627,0.021521807,2.15E-06,,
3.34E-06,1.17E-05,2.29E-05,9.75E-05,0.000176907,0.000131845,0.018155098,4.77E-06,,
3.81E-06,1.22E-05,2.91E-05,8.01E-05,0.0002563,0.000853062,0.008588791,5.25E-06,,
3.34E-06,1.14E-05,2.65E-05,6.58E-05,0.000171423,0.000145197,0.009793758,5.25E-06,,
3.81E-06,1.19E-05,2.69E-05,7.08E-05,0.00024271,0.000150919,0.009711027,4.53E-06,,
0.001852751,1.34E-05,2.79E-05,7.27E-05,0.000191212,0.000146151,0.015866756,4.53E-06,,
3.34E-06,1.36E-05,3.00E-05,7.37E-05,0.00021553,0.000178099,0.012147188,5.01E-06,,
3.58E-06,1.26E-05,2.93E-05,7.22E-05,0.000205278,0.000151157,0.015711069,3.81E-06,,
3.10E-06,1.22E-05,2.67E-05,6.87E-05,0.000188351,0.000143766,0.013004541,3.58E-06,,
3.58E-06,1.12E-05,2.17E-05,6.25E-05,0.000186205,0.000147104,0.017334461,4.77E-06,,
4.29E-06,1.45E-05,3.12E-05,7.75E-05,0.000653028,0.000279665,0.007118464,5.72E-06,,
3.81E-06,1.22E-05,2.67E-05,6.96E-05,0.000308275,0.000190973,0.012432814,4.77E-06,,
4.05E-06,1.43E-05,3.15E-05,7.34E-05,0.000216961,0.000154495,0.014310122,4.77E-06,,
3.81E-06,1.14E-05,2.41E-05,6.48E-05,0.000188112,0.000147104,0.015276432,5.72E-06,,
3.10E-06,1.17E-05,2.22E-05,6.37E-05,0.000183344,0.000154972,0.016674995,5.72E-06,,
3.81E-06,1.38E-05,2.88E-05,7.77E-05,0.000211954,0.000241518,0.014527559,5.48E-06,,
3.34E-06,1.22E-05,2.74E-05,7.03E-05,0.000196695,0.0002141,0.01514411,4.29E-06,,
3.10E-06,1.12E-05,2.55E-05,6.99E-05,0.000188589,0.000226498,0.013880253,4.77E-06,,
3.58E-06,1.14E-05,2.36E-05,6.87E-05,0.000249863,0.000146151,0.012822866,5.01E-06,,
3.58E-06,1.41E-05,2.98E-05,6.48E-05,0.000204563,0.000166893,0.014842987,5.01E-06,,
3.10E-06,1.26E-05,2.79E-05,7.25E-05,0.000200987,0.000216961,0.013875723,4.29E-06,,
8.34E-06,1.38E-05,3.03E-05,7.22E-05,0.000201702,0.000237465,0.016104937,4.05E-06,,
3.58E-06,1.19E-05,2.31E-05,6.68E-05,0.00018549,0.000129938,0.012471676,5.96E-06,,
3.10E-06,1.14E-05,2.60E-05,6.41E-05,0.000227928,0.000136614,0.015409946,4.77E-06,,
2.86E-06,1.26E-05,2.74E-05,6.96E-05,0.000185728,0.000127792,0.014018059,4.29E-06,,
0.001859665,1.26E-05,2.69E-05,7.06E-05,0.000184298,0.000122309,0.017700434,3.34E-06,,
3.81E-06,1.26E-05,2.67E-05,7.37E-05,0.00020051,0.00015521,0.014756203,5.48E-06,,
3.81E-06,1.17E-05,2.84E-05,6.53E-05,0.000220299,0.000177622,0.01428175,4.29E-06,,
2.86E-06,1.17E-05,2.86E-05,7.15E-05,0.000196934,0.000147104,0.023227215,5.25E-06,,
2.86E-06,1.38E-05,2.93E-05,7.22E-05,0.000202417,0.000150442,0.039250374,4.29E-06,,
2.62E-06,1.19E-05,2.74E-05,7.01E-05,0.000198841,0.00014925,0.022631168,3.58E-06,,
2.86E-06,1.24E-05,2.86E-05,6.84E-05,0.000235558,0.000156164,0.019570351,2.38E-06,,
2.86E-06,1.17E-05,2.17E-05,6.10E-05,0.000172138,0.000126362,0.025740862,5.48E-06,,
2.86E-06,1.41E-05,3.12E-05,6.91E-05,0.000229597,0.001571894,0.017538071,5.25E-06,,
2.38E-06,1.24E-05,2.86E-05,6.56E-05,0.00018239,0.00019145,0.01809907,5.72E-06,,
4.05E-06,1.31E-05,2.84E-05,7.30E-05,0.000218391,0.000177383,0.020265102,4.53E-06,,
3.34E-06,1.36E-05,3.03E-05,7.39E-05,0.000208616,0.000157118,0.021967888,5.01E-06,,
3.10E-06,1.17E-05,2.24E-05,6.68E-05,0.000179529,0.000134945,0.018810272,4.29E-06,,
3.34E-06,1.41E-05,3.10E-05,7.68E-05,0.000273466,0.000377417,0.016437531,5.25E-06,,
3.81E-06,1.19E-05,2.62E-05,7.01E-05,0.000187874,0.000128984,0.015761614,2.38E-06,,
8.25E-05,2.29E-05,4.84E-05,0.000121117,0.000410557,0.000381708,0.028151751,7.87E-06,,
6.91E-06,2.03E-05,4.86E-05,0.000123501,0.000389576,0.000383139,0.016985893,9.06E-06,,
8.11E-06,2.36E-05,5.65E-05,0.000134468,0.000511169,0.000391006,0.018228054,9.30E-06,,
7.87E-06,2.34E-05,5.27E-05,0.000128031,0.000377417,0.000475645,0.020993471,8.11E-06,,
6.91E-06,2.10E-05,5.13E-05,0.000128269,0.000370979,0.000464916,0.018764496,9.30E-06,,
0.006263018,2.17E-05,5.20E-05,0.000125408,0.000375032,0.000348091,0.024334669,5.96E-06,,
6.91E-06,1.98E-05,4.55E-05,0.000115395,0.0009377,0.001609564,0.016560316,9.06E-06,,
8.34E-06,2.10E-05,5.15E-05,0.0001266,0.000386715,0.000368834,0.018443108,5.01E-06,,
2.86E-06,1.29E-05,2.86E-05,7.27E-05,0.000203848,0.000152349,0.01602602,4.29E-06,,
3.58E-06,1.29E-05,7.39E-05,7.20E-05,0.000250101,0.000302076,0.014740705,4.29E-06,,
3.81E-06,1.29E-05,2.69E-05,7.06E-05,0.000196218,0.000211477,0.015957117,5.48E-06,,
3.10E-06,1.17E-05,2.34E-05,6.96E-05,0.000251055,0.000175238,0.018104553,4.29E-06,,
3.34E-06,1.36E-05,2.84E-05,6.63E-05,0.000212193,0.000174522,0.010990381,3.81E-06,,
3.34E-06,1.41E-05,3.05E-05,7.15E-05,0.000203133,0.000304699,0.023934126,4.53E-06,,
3.34E-06,1.26E-05,2.77E-05,7.03E-05,0.000196695,0.00014782,0.018303871,5.72E-06,,
3.34E-06,1.05E-05,2.07E-05,6.41E-05,0.000181913,0.000147343,0.032620668,4.05E-06,,
2.62E-06,1.14E-05,2.46E-05,6.63E-05,0.000190496,0.000150442,0.02621603,5.01E-06,,
2.38E-06,1.29E-05,2.93E-05,7.18E-05,0.00072217,0.001356602,0.014998913,4.29E-06,,
5.08E-05,1.24E-05,2.67E-05,7.01E-05,0.000196934,0.000147581,0.026901007,3.34E-06,,
2.62E-06,1.19E-05,2.77E-05,6.91E-05,0.000254869,0.000316381,0.023809195,5.72E-06,,
3.10E-06,1.24E-05,2.74E-05,6.82E-05,0.000192404,0.000152588,0.017179489,3.81E-06,,
3.81E-06,1.24E-05,2.62E-05,6.82E-05,0.000195026,0.000195026,0.01256156,5.48E-06,,
3.58E-06,1.26E-05,2.86E-05,6.89E-05,0.000209808,0.000171423,0.015151024,4.77E-06,,
3.10E-06,1.24E-05,2.91E-05,6.63E-05,0.000188112,0.000146389,0.011187077,4.77E-06,,
3.10E-06,1.24E-05,2.38E-05,6.65E-05,0.000181675,0.000143051,0.01590848,5.72E-06,,
0.00187254,1.29E-05,2.86E-05,7.08E-05,0.000190258,0.000141859,0.024064302,5.25E-06,,
5.01E-06,1.00E-05,2.93E-05,6.70E-05,0.000320673,0.000502825,0.015318871,4.22E-05,,
2.62E-06,1.31E-05,2.96E-05,6.89E-05,0.000193357,0.000127792,0.018039465,5.25E-06,,
2.38E-06,1.26E-05,2.79E-05,6.68E-05,0.000183821,0.000127077,0.021896124,4.53E-06,,
2.62E-06,1.24E-05,2.65E-05,6.51E-05,0.000176907,0.000129461,0.015159369,5.72E-06,,
3.34E-06,1.36E-05,3.10E-05,6.68E-05,0.000205517,0.000152588,0.014009714,5.48E-06,,
2.38E-06,1.31E-05,3.08E-05,7.10E-05,0.00020051,0.000151157,0.019825697,4.05E-06,,
2.62E-06,1.22E-05,2.55E-05,6.51E-05,0.000177145,0.0001266,0.027328014,3.58E-06,,
2.86E-06,1.14E-05,2.74E-05,6.58E-05,0.000177383,0.000124931,0.021244049,5.01E-06,,
2.86E-06,1.12E-05,2.31E-05,6.51E-05,0.00018096,0.000128269,0.0226686,5.48E-06,,
3.81E-06,1.45E-05,3.29E-05,6.72E-05,0.000214815,0.000134945,0.012519598,5.25E-06,,
3.81E-06,1.34E-05,3.08E-05,7.34E-05,0.000210047,0.000156641,0.017595053,3.34E-06,,
2.86E-06,1.17E-05,2.69E-05,6.84E-05,0.000228643,0.000147581,0.011067629,5.25E-06,,
3.10E-06,1.19E-05,2.43E-05,6.44E-05,0.000190258,0.00014472,0.009580612,4.77E-06,,
3.58E-06,1.03E-05,2.72E-05,6.53E-05,0.000179768,0.000238419,0.012259245,4.77E-06,,
3.58E-06,1.31E-05,2.93E-05,6.89E-05,0.000192881,0.000134945,0.016772509,4.77E-06,,
3.10E-06,1.22E-05,2.72E-05,6.34E-05,0.000162601,0.000152349,0.011441946,4.29E-06,,
3.34E-06,1.12E-05,4.17E-05,6.87E-05,0.000185966,0.000128984,0.014181852,5.48E-06,,
3.81E-06,1.38E-05,3.12E-05,6.94E-05,0.000227451,0.000247717,0.01375699,5.01E-06,,
3.10E-06,1.29E-05,2.98E-05,7.34E-05,0.000199318,0.000152349,0.015025139,4.53E-06,,
0.001812935,1.26E-05,2.91E-05,7.18E-05,0.000191212,0.000145197,0.016736269,5.25E-06,,
3.10E-06,1.36E-05,2.96E-05,6.94E-05,0.000193119,0.000148773,0.016462088,5.01E-06,,
3.58E-06,1.26E-05,3.00E-05,6.68E-05,0.000213146,0.000178576,0.01182723,4.29E-06,,
3.81E-06,1.31E-05,2.98E-05,7.22E-05,0.000254154,0.000164747,0.01637578,5.01E-06,,
3.58E-06,1.26E-05,2.79E-05,6.94E-05,0.000190735,0.000149965,0.017057657,3.34E-06,,
3.10E-06,1.22E-05,2.69E-05,6.60E-05,0.000188351,0.000150204,0.014404774,5.72E-06,,
2.86E-06,1.14E-05,2.24E-05,6.41E-05,0.000188112,0.000148058,0.022678137,4.77E-06,,
3.10E-06,1.34E-05,2.93E-05,7.46E-05,0.000207424,0.000170231,0.01654458,5.01E-06,,
3.34E-06,1.29E-05,2.91E-05,6.84E-05,0.000185728,0.000130177,0.01337409,4.29E-06,,
3.58E-06,1.17E-05,2.22E-05,6.29E-05,0.000186443,0.000125408,0.02095437,5.01E-06,,
3.58E-06,1.19E-05,2.43E-05,6.99E-05,0.000186682,0.000223875,0.022213697,4.77E-06,,
4.29E-06,1.57E-05,3.79E-05,7.87E-05,0.000344515,0.000647545,0.025291443,4.29E-06,,
2.86E-06,1.22E-05,2.93E-05,6.82E-05,0.000184059,0.000122786,0.014508963,4.53E-06,,
3.10E-06,1.29E-05,2.98E-05,7.06E-05,0.000198603,0.000160456,0.016765356,4.29E-06,,
3.81E-06,1.29E-05,2.96E-05,7.27E-05,0.000198126,0.000147104,0.020901203,4.05E-06,,
3.58E-06,1.29E-05,3.03E-05,6.82E-05,0.000215292,0.000183821,0.02422452,4.53E-06,,
3.10E-06,1.19E-05,2.84E-05,6.70E-05,0.00018096,0.000143051,0.012754202,4.29E-06,,
3.10E-06,1.29E-05,2.74E-05,6.94E-05,0.000195742,0.000149012,0.029106855,4.77E-06,,
3.10E-06,1.17E-05,2.65E-05,6.89E-05,0.000193119,0.000149488,0.035415649,5.01E-06,,
2.62E-06,1.19E-05,2.77E-05,7.01E-05,0.000193834,0.000149965,0.039330244,5.96E-06,,
0.002532959,1.31E-05,3.05E-05,7.30E-05,0.000192404,0.000145912,0.02347827,4.29E-06,,
2.62E-06,1.19E-05,2.81E-05,6.99E-05,0.000203371,0.00015378,0.028799295,4.29E-06,,
2.62E-06,1.19E-05,2.79E-05,6.84E-05,0.000193357,0.000151634,0.025114298,5.25E-06,,
2.86E-06,1.24E-05,2.79E-05,0.000129223,0.00019908,0.00015378,0.025815964,5.01E-06,,
2.62E-06,1.24E-05,2.98E-05,6.96E-05,0.000210285,0.00014472,0.025642395,4.29E-06,,
3.81E-06,1.19E-05,2.79E-05,6.89E-05,0.000245571,0.000142097,0.026827812,6.44E-06,,
3.10E-06,1.31E-05,3.24E-05,7.01E-05,0.000328779,0.000157833,0.021333933,5.25E-06,,
2.62E-06,1.24E-05,2.74E-05,6.41E-05,0.000179529,0.000127316,0.023420334,2.38E-06,,
2.86E-06,1.10E-05,2.29E-05,6.10E-05,0.000178576,0.000201941,0.018702984,4.29E-06,,
3.81E-06,1.41E-05,2.96E-05,6.68E-05,0.000314951,0.000259399,0.021512985,4.05E-06,,
2.86E-06,1.24E-05,2.93E-05,6.94E-05,0.000189066,0.000144482,0.01931262,3.81E-06,,
3.58E-06,1.29E-05,2.98E-05,6.94E-05,0.000195026,0.000152826,0.017076015,4.29E-06,,
7.63E-06,1.14E-05,2.46E-05,6.37E-05,0.000184298,0.00014782,0.017466545,4.77E-06,,
3.58E-06,1.26E-05,3.03E-05,7.41E-05,0.000231504,0.000235558,0.026776791,4.29E-06,,
3.10E-06,1.14E-05,2.77E-05,6.68E-05,0.000239372,0.000208378,0.023029327,4.53E-06,,
3.34E-06,1.17E-05,2.81E-05,6.72E-05,0.000194073,0.000216961,0.01711154,2.38E-06,,
3.10E-06,1.24E-05,2.60E-05,6.77E-05,0.000191212,0.000153542,0.024838924,2.38E-06,,
3.34E-06,1.10E-05,2.50E-05,6.39E-05,0.000181437,0.000546217,0.016860962,4.77E-06,,
4.77E-06,1.29E-05,2.86E-05,7.06E-05,0.000188112,0.000176191,0.027179718,4.77E-06,,
2.86E-06,1.22E-05,2.96E-05,7.20E-05,0.000205517,0.000224829,0.025155067,9.06E-06,,
0.005253315,2.17E-05,5.72E-05,0.000128508,0.000375748,0.00048995,0.028276205,9.78E-06,,
7.15E-06,2.05E-05,5.20E-05,0.000127316,0.000386953,0.000518084,0.028127909,9.78E-06,,
6.68E-06,2.29E-05,5.58E-05,0.0001266,0.000430822,0.000629663,0.042378426,1.07E-05,,
6.91E-06,2.29E-05,5.75E-05,0.000139475,0.002719641,0.000586271,0.018289566,8.58E-06,,
6.91E-06,2.12E-05,4.86E-05,0.00012517,0.000374794,0.000509739,0.020905733,1.00E-05,,
7.39E-06,2.07E-05,4.89E-05,0.000119686,0.000495195,0.000353336,0.016178608,1.10E-05,,
8.58E-06,2.05E-05,5.27E-05,0.000127792,0.000500917,0.000356197,0.020087957,4.77E-06,,
2.62E-06,1.26E-05,2.88E-05,6.65E-05,0.00019145,0.00014472,0.023339033,4.77E-06,,
3.34E-06,1.14E-05,2.81E-05,6.82E-05,0.00017786,0.000187397,0.017076731,4.05E-06,,
3.81E-06,1.19E-05,2.84E-05,6.77E-05,0.000182629,0.000124931,0.019512653,4.29E-06,,
3.10E-06,1.19E-05,2.43E-05,6.65E-05,0.000190735,0.000149727,0.021950006,4.29E-06,,
4.05E-06,1.57E-05,3.60E-05,7.20E-05,0.000267506,0.00032568,0.014642239,6.68E-06,,
4.05E-06,1.36E-05,3.12E-05,7.37E-05,0.000270844,0.000970364,0.011978149,6.91E-06,,
4.05E-06,1.76E-05,4.12E-05,8.75E-05,0.000265598,0.000203133,0.013036728,5.01E-06,,
4.29E-06,1.93E-05,4.17E-05,9.06E-05,0.000278473,0.000894547,0.015179634,5.96E-06,,
4.29E-06,1.72E-05,3.72E-05,8.15E-05,0.00057292,0.000685453,0.016596556,5.72E-06,,
4.05E-06,1.72E-05,3.84E-05,0.000135183,0.000363588,0.00027442,0.030238152,5.01E-06,,
3.58E-06,1.31E-05,3.12E-05,7.63E-05,0.000319242,0.000271797,0.023669958,5.48E-06,,
3.81E-06,1.72E-05,3.84E-05,8.75E-05,0.000265598,0.000322104,0.019442081,6.68E-06,,
0.004312038,1.48E-05,3.89E-05,8.89E-05,0.00035429,0.000633955,0.023110151,5.01E-06,,
3.10E-06,1.34E-05,2.93E-05,6.56E-05,0.000237942,0.000207663,0.021362066,5.96E-06,,
2.86E-06,1.53E-05,3.34E-05,7.08E-05,0.000232697,0.000246048,0.037149668,4.53E-06,,
3.34E-06,1.31E-05,3.05E-05,7.51E-05,0.00062108,0.000647783,0.038735628,3.34E-06,,
2.62E-06,1.22E-05,2.81E-05,6.68E-05,0.000240564,0.00014782,0.025602579,4.77E-06,,
3.10E-06,1.19E-05,2.72E-05,6.94E-05,0.000188589,0.000199795,0.024101973,4.77E-06,,
2.62E-06,1.17E-05,2.81E-05,6.72E-05,0.000183582,0.000123262,0.027968645,5.01E-06,,
3.10E-06,1.19E-05,2.84E-05,6.91E-05,0.000182867,0.000124216,0.018869162,5.01E-06,,
3.34E-06,1.24E-05,2.74E-05,6.79E-05,0.000185966,0.000125647,0.02652216,5.01E-06,,
4.05E-06,1.26E-05,3.12E-05,8.32E-05,0.000270605,0.000848055,0.027490854,5.25E-06,,
3.34E-06,1.31E-05,3.12E-05,6.99E-05,0.00053525,0.000181913,0.017522573,4.77E-06,,
4.05E-06,1.29E-05,2.74E-05,6.87E-05,0.000184059,0.000127077,0.019393682,3.58E-06,,
3.58E-06,1.36E-05,3.12E-05,7.13E-05,0.000197649,0.000149727,0.016937971,4.29E-06,,
3.81E-06,1.43E-05,3.22E-05,7.13E-05,0.000218868,0.000159025,0.018597126,3.58E-06,,
3.81E-06,1.24E-05,2.48E-05,6.79E-05,0.000183821,0.000144482,0.017248154,5.01E-06,,
4.05E-06,1.31E-05,2.93E-05,7.49E-05,0.000268698,0.000184774,0.010992289,4.29E-06,,
3.81E-06,1.34E-05,2.69E-05,6.96E-05,0.000194073,0.000144482,0.018482447,4.53E-06,,
2.86E-06,1.17E-05,2.86E-05,6.96E-05,0.000189066,0.000151634,0.015967846,5.01E-06,,
3.58E-06,1.12E-05,2.17E-05,6.08E-05,0.000181198,0.000128508,0.016169548,4.77E-06,,
0.002580404,1.36E-05,3.03E-05,7.65E-05,0.000202179,0.000249624,0.014951468,4.77E-06,,
3.34E-06,1.36E-05,3.10E-05,7.56E-05,0.000226736,0.000202894,0.016422749,5.72E-06,,
3.58E-06,1.31E-05,3.10E-05,7.32E-05,0.000217438,0.000202894,0.015371799,4.29E-06,,
3.34E-06,1.26E-05,2.86E-05,6.79E-05,0.000188112,0.000127316,0.013145447,5.01E-06,,
3.58E-06,1.14E-05,3.08E-05,7.08E-05,0.000240088,0.000156641,0.01367569,5.01E-06,,
3.58E-06,1.17E-05,2.79E-05,6.72E-05,0.000188112,0.000146151,0.016085863,5.01E-06,,
2.86E-06,1.29E-05,2.69E-05,6.70E-05,0.000234604,0.000154734,0.012808323,4.29E-06,,
2.86E-06,1.17E-05,2.19E-05,6.70E-05,0.000280857,0.000203848,0.012864351,4.53E-06,,
3.10E-06,1.38E-05,3.08E-05,6.75E-05,0.00018692,0.000160217,0.012794495,5.48E-06,,
3.58E-06,1.24E-05,2.81E-05,6.72E-05,0.000185251,0.000127316,0.015645981,4.53E-06,,
2.86E-06,1.34E-05,3.17E-05,6.82E-05,0.000288963,0.000166178,0.013771057,4.05E-06,,
9.54E-06,1.31E-05,3.22E-05,6.87E-05,0.000190258,0.000153065,0.010914803,5.72E-06,,
3.10E-06,1.22E-05,2.34E-05,6.44E-05,0.000183344,0.000128746,0.013180017,5.01E-06,,
3.58E-06,1.29E-05,7.84E-05,7.70E-05,0.000197887,0.000142813,0.010778189,4.77E-06,,
2.86E-06,1.31E-05,2.77E-05,6.91E-05,0.000204563,0.000218391,0.013014555,4.53E-06,,
4.05E-06,1.29E-05,2.98E-05,7.08E-05,0.000198364,0.0001297,0.01307106,5.25E-06,,
3.10E-06,1.12E-05,2.34E-05,6.58E-05,0.000178814,0.000124693,0.01288414,5.48E-06,,
3.34E-06,1.48E-05,2.98E-05,6.53E-05,0.000207186,0.000146389,0.012971401,5.01E-06,,
3.10E-06,1.41E-05,3.08E-05,6.91E-05,0.000210524,0.000132322,0.011754036,4.77E-06,,
3.34E-06,1.22E-05,2.84E-05,6.94E-05,0.000191927,0.000126839,0.011746883,5.01E-06,,
0.00181365,1.31E-05,2.69E-05,7.06E-05,0.000183344,0.000126362,0.01821661,4.29E-06,,
3.58E-06,1.12E-05,2.77E-05,6.53E-05,0.000175714,0.000132084,0.016968012,4.53E-06,,
2.62E-06,1.31E-05,2.91E-05,6.82E-05,0.000181437,0.000171423,0.017072678,5.01E-06,,
4.05E-06,1.24E-05,2.84E-05,6.79E-05,0.000184536,0.000168324,0.010691166,5.25E-06,,
3.34E-06,1.12E-05,2.03E-05,5.91E-05,0.000178814,0.000128746,0.013916969,5.25E-06,,
2.62E-06,1.19E-05,2.81E-05,6.60E-05,0.000204086,0.000150442,0.011308432,4.77E-06,,
3.34E-06,1.36E-05,3.27E-05,7.06E-05,0.000223398,0.000167608,0.020147562,5.25E-06,,
3.34E-06,1.22E-05,2.81E-05,7.06E-05,0.000191689,0.000186682,0.010900259,4.77E-06,,
3.34E-06,1.07E-05,1.98E-05,6.03E-05,0.000177145,0.000146866,0.015971184,4.05E-06,,
3.58E-06,1.22E-05,2.43E-05,6.48E-05,0.000194311,0.000130415,0.011793613,5.25E-06,,
3.10E-06,1.38E-05,3.10E-05,8.06E-05,0.000254154,0.000201702,0.010380268,5.25E-06,,
3.81E-06,1.24E-05,2.96E-05,7.30E-05,0.000192642,0.00012517,0.019141436,4.77E-06,,
3.10E-06,1.12E-05,2.77E-05,6.41E-05,0.000160933,0.000160694,0.01305294,5.72E-06,,
3.34E-06,1.17E-05,2.03E-05,5.98E-05,0.000225067,0.000130892,0.015199423,5.01E-06,,
3.81E-06,1.38E-05,3.22E-05,6.91E-05,0.00020957,0.000142574,0.012405872,4.29E-06,,
3.81E-06,1.24E-05,2.67E-05,6.84E-05,0.000185966,0.000127077,0.016145468,3.58E-06,,
3.10E-06,1.19E-05,2.81E-05,6.87E-05,0.000192404,0.00014925,0.017808676,4.53E-06,,
3.58E-06,1.17E-05,2.31E-05,6.56E-05,0.000193119,0.000266075,0.010380507,4.77E-06,,
3.58E-06,1.31E-05,3.27E-05,6.91E-05,0.000239849,0.000217438,0.015394449,5.01E-06,,
3.81E-06,1.26E-05,2.91E-05,5.15E-05,0.000198841,0.000150919,0.011571884,5.72E-06,,
0.001875162,1.26E-05,2.67E-05,5.22E-05,0.000191689,0.000144243,0.013128996,4.29E-06,,
3.10E-06,1.22E-05,2.48E-05,4.48E-05,0.000187635,0.000184536,0.010955095,4.77E-06,,
3.34E-06,1.17E-05,2.93E-05,4.70E-05,0.000200748,0.000168085,0.00900507,4.29E-06,,
3.81E-06,1.29E-05,2.86E-05,5.41E-05,0.000205755,0.000226498,0.012819529,3.34E-06,,
2.62E-06,1.26E-05,2.79E-05,4.84E-05,0.000172138,0.000125647,0.01073885,4.77E-06,,
2.86E-06,1.19E-05,2.12E-05,4.51E-05,0.000176907,0.000127316,0.014127254,4.53E-06,,
5.96E-06,2.03E-05,4.86E-05,7.37E-05,0.000337362,0.00030899,0.009303808,6.91E-06,,
6.68E-06,9.56E-05,4.94E-05,8.20E-05,0.000322819,0.000472069,0.016465187,6.68E-06,,
5.01E-06,1.84E-05,4.32E-05,7.87E-05,0.000304699,0.000400066,0.010110617,7.63E-06,,
6.68E-06,1.86E-05,4.20E-05,7.87E-05,0.000302553,0.000282049,0.014602423,8.34E-06,,
6.68E-06,1.74E-05,4.34E-05,7.70E-05,0.000536442,0.001101971,0.009294271,8.11E-06,,
6.44E-06,1.81E-05,4.51E-05,8.06E-05,0.000333786,0.000580072,0.020243406,5.48E-06,,
5.72E-06,1.76E-05,4.41E-05,7.72E-05,0.000279188,0.000372887,0.010483027,6.68E-06,,
6.44E-06,1.88E-05,4.36E-05,8.11E-05,0.000392914,0.000282049,0.01228857,8.82E-06,,
3.34E-06,1.14E-05,2.15E-05,4.43E-05,0.000174761,0.000126839,0.016718388,5.96E-06,,
