get switch value,get base input,get arm input,get gripper input,publish base,publish arm,publish gripper,publish servo,,
3.34E-06,1.48E-05,3.15E-05,5.01E-05,0.000197411,0.000169516,0.010380507,5.25E-06,,
2.86E-06,1.24E-05,2.81E-05,4.98E-05,0.00018692,0.000186682,0.014466286,4.29E-06,,
2.86E-06,1.22E-05,2.69E-05,5.10E-05,0.000188589,0.000150919,0.016283512,4.05E-06,,
3.34E-06,1.22E-05,2.69E-05,4.98E-05,0.000189066,0.000153303,0.011056185,5.96E-06,,
3.34E-06,1.05E-05,2.72E-05,4.58E-05,0.000186205,0.000433207,0.013912439,4.29E-06,,
0.001904011,1.29E-05,2.96E-05,5.34E-05,0.000186443,0.00035429,0.011142254,5.25E-06,,
3.81E-06,1.31E-05,2.93E-05,5.25E-05,0.00019145,0.000342369,0.012704611,4.53E-06,,
3.10E-06,1.17E-05,2.57E-05,4.63E-05,0.000185966,0.000351906,0.013874054,3.81E-06,,
3.34E-06,1.31E-05,3.08E-05,5.17E-05,0.000215292,0.000396967,0.012344837,5.25E-06,,
2.62E-06,1.22E-05,2.84E-05,4.96E-05,0.000191212,0.000355482,0.011748314,6.20E-06,,
3.34E-06,1.29E-05,3.00E-05,5.10E-05,0.000189066,0.000153542,0.008524179,5.48E-06,,
3.81E-06,1.17E-05,2.81E-05,5.25E-05,0.000188351,0.000127554,0.012839079,5.72E-06,,
3.34E-06,1.62E-05,3.50E-05,5.48E-05,0.000674725,0.000700951,0.008963585,5.01E-06,,
2.62E-06,1.34E-05,2.84E-05,4.98E-05,0.000177383,0.000130177,0.00927186,4.05E-06,,
2.62E-06,1.19E-05,2.57E-05,4.79E-05,0.000172853,0.000124454,0.012589931,5.01E-06,,
3.34E-06,1.29E-05,2.79E-05,4.91E-05,0.000183582,0.000174046,0.012305737,5.96E-06,,
3.10E-06,1.14E-05,2.15E-05,4.65E-05,0.000178099,0.000146866,0.00986743,4.53E-06,,
3.10E-06,1.36E-05,2.98E-05,5.10E-05,0.000180244,0.000143528,0.011571169,4.53E-06,,
3.34E-06,1.24E-05,2.77E-05,5.22E-05,0.000188112,0.000154257,0.009077787,4.05E-06,,
3.81E-06,1.24E-05,2.91E-05,5.48E-05,0.000231743,0.000136852,0.010682583,5.72E-06,,
9.06E-06,1.12E-05,2.65E-05,4.39E-05,0.000240803,0.000169992,0.014730692,5.48E-06,,
3.81E-06,1.31E-05,2.81E-05,4.67E-05,0.000193596,0.00022006,0.045865774,3.81E-06,,
2.62E-06,1.22E-05,2.65E-05,5.08E-05,0.000184536,0.00014925,0.009069204,5.96E-06,,
3.34E-06,1.12E-05,2.26E-05,4.60E-05,0.000175238,0.000142574,0.012136221,4.53E-06,,
3.10E-06,1.19E-05,2.81E-05,5.22E-05,0.000187874,0.000205755,0.009884119,4.05E-06,,
0.001990557,1.29E-05,3.03E-05,5.36E-05,0.00019145,0.000148535,0.00820303,4.29E-06,,
3.34E-06,1.22E-05,2.86E-05,5.34E-05,0.000188828,0.000131369,0.01125598,5.72E-06,,
3.10E-06,1.19E-05,2.26E-05,4.43E-05,0.000174284,0.000126362,0.013673306,5.01E-06,,
3.10E-06,1.34E-05,3.17E-05,5.32E-05,0.000200748,0.000151396,0.013789177,5.48E-06,,
2.62E-06,1.24E-05,2.72E-05,4.96E-05,0.000178576,0.000169516,0.014512539,5.25E-06,,
2.86E-06,1.26E-05,2.77E-05,5.08E-05,0.000176668,0.000125408,0.011976719,5.48E-06,,
3.34E-06,1.14E-05,2.22E-05,4.55E-05,0.000167847,0.000124216,0.009899616,5.25E-06,,
3.10E-06,1.14E-05,2.72E-05,4.72E-05,0.000180483,0.000124216,0.011292219,5.01E-06,,
4.05E-06,1.14E-05,2.93E-05,5.15E-05,0.000189543,0.000129223,0.012653589,3.81E-06,,
3.34E-06,1.31E-05,2.98E-05,5.32E-05,0.000201702,0.000153303,0.013264656,4.77E-06,,
3.34E-06,1.10E-05,2.31E-05,4.77E-05,0.000175953,0.000235081,0.017385006,4.29E-06,,
3.34E-06,1.38E-05,3.12E-05,5.34E-05,0.000212431,0.000259399,0.009538651,5.48E-06,,
3.58E-06,1.29E-05,2.86E-05,5.10E-05,0.00019908,0.000153303,0.011826754,4.05E-06,,
3.58E-06,1.29E-05,2.79E-05,5.17E-05,0.000187635,0.00014782,0.014076948,4.53E-06,,
2.86E-06,1.24E-05,2.69E-05,4.67E-05,0.000183105,0.000170946,0.009868383,5.01E-06,,
3.10E-06,1.17E-05,2.31E-05,4.65E-05,0.000244617,0.000160456,0.012712002,4.77E-06,,
3.34E-06,1.24E-05,2.84E-05,5.05E-05,0.000188112,0.000149012,0.014022112,5.72E-06,,
3.81E-06,1.26E-05,2.96E-05,5.27E-05,0.000198603,0.00014925,0.015827894,2.62E-06,,
2.62E-06,1.22E-05,2.34E-05,4.51E-05,0.00017643,0.000138283,0.013964891,5.01E-06,,
3.34E-06,1.10E-05,2.22E-05,4.29E-05,0.000175714,0.000196218,0.012633801,5.01E-06,,
0.003787756,1.29E-05,3.05E-05,0.000109673,0.000204563,0.000174046,0.011039495,5.25E-06,,
3.34E-06,1.36E-05,2.98E-05,5.27E-05,0.000211716,0.000224352,0.018734217,4.53E-06,,
2.38E-06,1.10E-05,2.79E-05,4.91E-05,0.000181198,0.000145197,0.018451929,4.77E-06,,
2.86E-06,1.14E-05,2.12E-05,4.46E-05,0.000175953,0.000145912,0.014024973,5.25E-06,,
3.58E-06,1.50E-05,3.72E-05,5.22E-05,0.00101161,0.000441551,0.008112431,5.48E-06,,
3.58E-06,1.24E-05,2.93E-05,5.10E-05,0.000189066,0.000195265,0.016029119,3.81E-06,,
2.38E-06,1.17E-05,2.57E-05,4.91E-05,0.00018096,0.000142813,0.020529032,2.62E-06,,
4.05E-06,1.19E-05,2.74E-05,5.03E-05,0.000182629,0.000144005,0.014074087,5.25E-06,,
3.58E-06,1.24E-05,3.10E-05,5.44E-05,0.000228882,0.000891685,0.019972324,3.34E-06,,
2.62E-06,1.22E-05,2.74E-05,5.05E-05,0.000178814,0.000187874,0.016031742,4.29E-06,,
2.62E-06,1.22E-05,2.74E-05,4.77E-05,0.000179291,0.000146389,0.014426947,3.10E-06,,
3.34E-06,1.24E-05,3.03E-05,5.34E-05,0.000267029,0.000313282,0.01188755,4.53E-06,,
3.10E-06,1.24E-05,2.57E-05,4.74E-05,0.000922918,0.000588655,0.012696981,3.81E-06,,
3.10E-06,1.31E-05,2.91E-05,5.15E-05,0.000188351,0.000193119,0.015361786,5.48E-06,,
3.10E-06,1.31E-05,2.93E-05,6.79E-05,0.00019145,0.000200748,0.012364149,4.05E-06,,
3.58E-06,1.22E-05,2.74E-05,4.98E-05,0.000181913,0.000142813,0.008696079,5.48E-06,,
3.10E-06,1.19E-05,2.03E-05,4.53E-05,0.000175476,0.000142813,0.025176525,4.53E-06,,
2.86E-06,1.26E-05,2.96E-05,5.36E-05,0.000207186,0.000177383,0.010329008,4.29E-06,,
2.62E-06,1.19E-05,2.79E-05,5.15E-05,0.000181437,0.000187159,0.015699148,4.05E-06,,
3.58E-06,1.29E-05,2.81E-05,4.94E-05,0.000186682,0.000142097,0.011909008,5.25E-06,,
0.001978636,1.24E-05,2.88E-05,5.20E-05,0.000184298,0.000144005,0.021891594,5.96E-06,,
3.34E-06,1.36E-05,3.15E-05,4.94E-05,0.000190973,0.000300884,0.018789768,5.01E-06,,
2.86E-06,1.31E-05,2.98E-05,5.29E-05,0.000193119,0.000146866,0.014656782,4.29E-06,,
3.58E-06,1.26E-05,2.86E-05,5.20E-05,0.00018549,0.000311613,0.014793158,4.53E-06,,
3.34E-06,1.14E-05,2.24E-05,4.65E-05,0.000185013,0.000144958,0.024429083,4.05E-06,,
2.62E-06,1.19E-05,2.79E-05,4.77E-05,0.000178099,0.000138521,0.01951313,5.25E-06,,
3.34E-06,1.26E-05,7.06E-05,0.000111341,0.001364946,0.000254869,0.012919664,4.05E-06,,
3.58E-06,1.17E-05,2.72E-05,5.01E-05,0.00019002,0.000197172,0.014838457,4.05E-06,,
4.05E-06,1.26E-05,2.77E-05,4.98E-05,0.000191212,0.000152826,0.019763947,4.29E-06,,
3.58E-06,1.48E-05,3.46E-05,5.25E-05,0.000203609,0.00022912,0.014059305,4.77E-06,,
4.05E-06,1.24E-05,2.96E-05,5.03E-05,0.000190496,0.000151396,0.013305664,4.05E-06,,
3.81E-06,1.17E-05,2.88E-05,5.05E-05,0.000235558,0.000149012,0.014536381,5.25E-06,,
3.81E-06,1.12E-05,2.86E-05,5.08E-05,0.000205278,0.000156879,0.025176764,1.17E-05,,
6.44E-06,2.29E-05,5.58E-05,9.51E-05,0.00037694,0.000351906,0.03216958,9.30E-06,,
6.91E-06,2.24E-05,5.36E-05,0.000101328,0.000852346,0.000437021,0.031618834,9.06E-06,,
6.68E-06,2.07E-05,5.22E-05,9.39E-05,0.000384808,0.000551224,0.024958372,1.07E-05,,
7.15E-06,2.17E-05,5.82E-05,0.000104427,0.000715256,0.00039649,0.029369116,9.30E-06,,
6.68E-06,2.12E-05,5.60E-05,9.78E-05,0.000373363,0.000629425,0.024634361,8.82E-06,,
6.91E-06,2.17E-05,5.32E-05,0.000102997,0.000582933,0.000396013,0.017442465,1.17E-05,,
0.004556656,2.24E-05,5.32E-05,9.75E-05,0.000368118,0.000342607,0.017986298,2.62E-06,,
3.10E-06,1.10E-05,2.10E-05,4.39E-05,0.000174999,0.000136614,0.012791634,5.48E-06,,
4.05E-06,1.45E-05,3.15E-05,4.96E-05,0.000273228,0.001023293,0.012824059,4.77E-06,,
4.05E-06,1.26E-05,2.86E-05,5.01E-05,0.000184298,0.00013113,0.011526585,5.25E-06,,
3.81E-06,1.24E-05,2.79E-05,5.32E-05,0.000192642,0.000149965,0.021654844,4.29E-06,,
3.10E-06,1.17E-05,2.67E-05,4.91E-05,0.000183582,0.000145197,0.013276577,5.01E-06,,
3.34E-06,1.12E-05,2.74E-05,4.65E-05,0.000254869,0.000368834,0.01202035,4.53E-06,,
4.29E-06,1.26E-05,2.96E-05,5.08E-05,0.000185251,0.000131607,0.013822556,5.01E-06,,
8.34E-06,1.29E-05,3.60E-05,5.36E-05,0.000197649,0.00022006,0.018349409,3.58E-06,,
2.62E-06,1.24E-05,2.34E-05,4.58E-05,0.000175476,0.0001266,0.012543201,4.77E-06,,
3.34E-06,1.22E-05,2.93E-05,5.05E-05,0.000193357,0.00014782,0.010297537,4.05E-06,,
3.81E-06,1.29E-05,2.84E-05,5.29E-05,0.000193119,0.000197649,0.014324903,3.81E-06,,
4.05E-06,1.62E-05,3.70E-05,6.44E-05,0.000230551,0.000169992,0.012476444,3.81E-06,,
3.58E-06,1.24E-05,2.41E-05,4.74E-05,0.000181913,0.000128269,0.014601469,5.96E-06,,
3.81E-06,1.72E-05,3.72E-05,5.94E-05,0.001316547,0.000272274,0.008395672,5.01E-06,,
4.53E-06,1.29E-05,3.00E-05,5.32E-05,0.000189304,0.000129223,0.013805389,4.53E-06,,
3.10E-06,1.17E-05,2.81E-05,5.03E-05,0.000180721,0.000123978,0.015425682,3.81E-06,,
3.58E-06,1.22E-05,2.48E-05,4.91E-05,0.000185966,0.000125408,0.01504159,5.01E-06,,
2.86E-06,1.19E-05,2.10E-05,4.17E-05,0.0001719,0.000193596,0.01146841,5.01E-06,,
3.81E-06,1.38E-05,3.08E-05,5.15E-05,0.000199795,0.00018096,0.012889624,5.48E-06,,
3.10E-06,1.29E-05,2.88E-05,5.05E-05,0.000188589,0.000150681,0.013060331,3.10E-06,,
0.001926422,1.26E-05,2.88E-05,5.27E-05,0.000188351,0.000212908,0.01616168,4.53E-06,,
3.10E-06,1.10E-05,2.12E-05,4.58E-05,0.000177622,0.000200272,0.019394636,5.01E-06,,
3.10E-06,1.26E-05,2.98E-05,4.48E-05,0.000207186,0.000159264,0.015818834,4.29E-06,,
2.38E-06,1.26E-05,2.86E-05,5.10E-05,0.000191927,0.000152588,0.02221632,4.29E-06,,
2.62E-06,1.17E-05,0.000124693,5.34E-05,0.000189543,0.000213385,0.013805866,4.77E-06,,
3.81E-06,1.26E-05,2.84E-05,5.17E-05,0.000196934,0.000153303,0.013929367,5.72E-06,,
3.58E-06,1.14E-05,2.79E-05,5.13E-05,0.000193596,0.000168085,0.016283989,4.77E-06,,
2.86E-06,1.41E-05,3.15E-05,5.32E-05,0.000203609,0.000226498,0.015487432,4.53E-06,,
3.34E-06,1.26E-05,3.00E-05,5.27E-05,0.000204086,0.000154018,0.014517546,4.05E-06,,
4.29E-06,1.24E-05,2.84E-05,5.39E-05,0.000201464,0.000153065,0.01419735,5.48E-06,,
3.58E-06,1.45E-05,3.46E-05,5.63E-05,0.00096035,0.000262976,0.014820099,5.01E-06,,
2.38E-06,1.19E-05,2.93E-05,5.15E-05,0.000182152,0.000134706,0.016401529,4.77E-06,,
4.05E-06,1.22E-05,2.86E-05,5.05E-05,0.000248194,0.000175238,0.014754295,5.01E-06,,
3.81E-06,1.26E-05,2.84E-05,4.94E-05,0.00018549,0.000130415,0.016350269,5.25E-06,,
3.10E-06,1.14E-05,2.24E-05,4.70E-05,0.000227213,0.000144958,0.017226696,5.01E-06,,
3.81E-06,1.34E-05,3.19E-05,5.46E-05,0.000205278,0.000143051,0.015400648,4.53E-06,,
4.05E-06,1.24E-05,2.77E-05,5.08E-05,0.000178099,0.000125408,0.018843174,4.77E-06,,
4.12E-05,1.24E-05,2.74E-05,5.05E-05,0.000180721,0.000124216,0.014830351,5.01E-06,,
3.58E-06,1.22E-05,2.48E-05,4.60E-05,0.000177622,0.000123501,0.013897419,4.53E-06,,
3.81E-06,1.45E-05,3.27E-05,5.32E-05,0.000226736,0.001549959,0.014876604,4.77E-06,,
0.001977921,1.29E-05,2.91E-05,5.20E-05,0.000190496,0.000146866,0.015213966,4.77E-06,,
4.05E-06,1.29E-05,2.93E-05,5.25E-05,0.000194073,0.000134706,0.012820721,5.72E-06,,
3.58E-06,1.26E-05,2.88E-05,5.03E-05,0.000185251,0.000133991,0.029406071,4.05E-06,,
2.86E-06,1.12E-05,2.46E-05,4.98E-05,0.000186443,0.000279903,0.023035526,5.25E-06,,
3.81E-06,1.45E-05,3.41E-05,5.87E-05,0.00078249,0.000269175,0.024229527,5.25E-06,,
2.62E-06,1.26E-05,2.81E-05,5.20E-05,0.000195503,0.000151634,0.018439293,4.53E-06,,
3.10E-06,1.14E-05,2.62E-05,4.86E-05,0.000181913,0.000145912,0.013341188,4.77E-06,,
3.81E-06,1.31E-05,2.79E-05,5.53E-05,0.000262737,0.000415087,0.013784885,5.48E-06,,
3.34E-06,1.17E-05,2.79E-05,4.60E-05,0.000182629,0.000149488,0.01796937,5.01E-06,,
2.62E-06,1.26E-05,2.91E-05,4.82E-05,0.000169277,0.000138044,0.013857603,4.29E-06,,
2.86E-06,1.24E-05,2.53E-05,4.96E-05,0.000184298,0.000147343,0.015828133,4.53E-06,,
3.81E-06,1.24E-05,2.81E-05,4.94E-05,0.000232935,0.000152826,0.014312029,6.68E-06,,
3.34E-06,1.24E-05,2.98E-05,5.08E-05,0.000205994,0.000179291,0.013176203,4.05E-06,,
2.86E-06,1.24E-05,2.86E-05,9.25E-05,0.000179529,0.000122786,0.022335291,5.25E-06,,
2.62E-06,1.19E-05,2.91E-05,5.05E-05,0.00018239,0.000127316,0.033548355,5.48E-06,,
2.86E-06,1.22E-05,2.84E-05,5.39E-05,0.000195265,0.000149012,0.021973848,4.05E-06,,
3.34E-06,1.24E-05,2.79E-05,4.98E-05,0.000190735,0.000158787,0.014597416,5.25E-06,,
3.58E-06,1.22E-05,2.46E-05,4.86E-05,0.000236273,0.000360966,0.013021469,5.48E-06,,
3.81E-06,1.31E-05,2.84E-05,5.10E-05,0.000188589,0.000376463,0.019195557,4.53E-06,,
3.34E-06,1.29E-05,3.05E-05,5.32E-05,0.000223875,0.000162125,0.016850233,4.29E-06,,
0.001970291,1.24E-05,2.86E-05,4.98E-05,0.000187397,0.000141859,0.01436162,4.77E-06,,
2.62E-06,1.22E-05,2.19E-05,4.86E-05,0.000179529,0.000143528,0.015176058,5.48E-06,,
3.34E-06,1.48E-05,3.17E-05,5.51E-05,0.000216007,0.000175953,0.022061586,4.77E-06,,
2.62E-06,1.22E-05,3.05E-05,5.27E-05,0.000189066,0.000152826,0.016089916,4.05E-06,,
3.58E-06,1.26E-05,2.96E-05,5.10E-05,0.000188351,0.000125647,0.058468103,4.05E-06,,
2.62E-06,1.19E-05,2.77E-05,4.79E-05,0.000202179,0.000253677,0.01479578,4.29E-06,,
3.34E-06,1.12E-05,5.87E-05,6.53E-05,0.000484228,0.000293016,0.016340494,8.58E-06,,
3.58E-06,1.31E-05,3.10E-05,5.27E-05,0.000206947,0.000170708,0.014777422,3.81E-06,,
3.34E-06,1.34E-05,2.84E-05,5.05E-05,0.000190735,0.000195026,0.01006341,5.01E-06,,
3.81E-06,1.34E-05,2.91E-05,5.77E-05,0.000260115,0.000211716,0.012981653,5.25E-06,,
3.10E-06,1.43E-05,3.39E-05,5.44E-05,0.00021553,0.00018692,0.013025761,5.25E-06,,
3.58E-06,1.36E-05,2.91E-05,5.46E-05,0.000199795,0.000198841,0.014861345,3.81E-06,,
2.62E-06,1.19E-05,2.62E-05,5.03E-05,0.000174284,0.000124931,0.017943621,4.53E-06,,
3.81E-06,1.45E-05,3.10E-05,5.51E-05,0.000220299,0.000136137,0.012509346,5.01E-06,,
3.58E-06,1.22E-05,2.17E-05,4.46E-05,0.000278711,0.000159264,0.014322758,6.68E-06,,
3.81E-06,1.34E-05,3.15E-05,5.27E-05,0.000278711,0.000197887,0.018205404,6.20E-06,,
4.53E-06,1.67E-05,3.43E-05,7.01E-05,0.00026226,0.000550747,0.017422438,5.01E-06,,
9.54E-06,2.48E-05,5.87E-05,0.000111103,0.000578642,0.000420809,0.013109446,9.78E-06,,
8.58E-06,2.50E-05,6.32E-05,0.000110626,0.000480413,0.000769377,0.011401176,1.00E-05,,
0.015900135,2.38E-05,5.63E-05,0.000100374,0.000408411,0.000598192,0.017342567,1.07E-05,,
7.15E-06,2.24E-05,5.41E-05,0.000103712,0.000847578,0.000688314,0.016117573,1.10E-05,,
8.82E-06,2.69E-05,5.87E-05,0.000117064,0.000455618,0.000408173,0.01087904,1.00E-05,,
9.54E-06,2.72E-05,6.06E-05,0.000115395,0.000467539,0.000717878,0.014649868,1.05E-05,,
1.00E-05,2.84E-05,6.63E-05,0.000115395,0.000465155,0.000455856,0.017359018,1.29E-05,,
9.06E-06,2.53E-05,5.91E-05,0.000108242,0.000448227,0.000553608,0.021348476,5.72E-06,,
3.81E-06,1.67E-05,3.65E-05,6.70E-05,0.000334024,0.000576973,0.015494347,5.01E-06,,
4.05E-06,1.60E-05,5.36E-05,6.96E-05,0.000340223,0.000555754,0.012931824,6.20E-06,,
4.05E-06,1.72E-05,3.39E-05,6.65E-05,0.000330448,0.000257969,0.016348839,5.72E-06,,
8.11E-06,1.50E-05,3.72E-05,5.34E-05,0.000329018,0.000270128,0.018832922,5.96E-06,,
3.81E-06,1.62E-05,3.41E-05,5.72E-05,0.000253201,0.000228167,0.016090393,5.72E-06,,
3.34E-06,1.31E-05,2.81E-05,5.65E-05,0.000207663,0.000190496,0.01376915,6.44E-06,,
4.29E-06,1.69E-05,3.48E-05,0.000128269,0.000229359,0.000137091,0.014626265,4.05E-06,,
3.34E-06,1.10E-05,2.19E-05,4.55E-05,0.000242233,0.000170946,0.019807339,4.77E-06,,
3.58E-06,1.12E-05,2.60E-05,4.67E-05,0.000178814,0.00020647,0.014026165,5.01E-06,,
3.58E-06,1.26E-05,2.72E-05,4.98E-05,0.000184059,0.000126362,0.010504723,5.25E-06,,
4.05E-06,1.19E-05,2.67E-05,5.03E-05,0.000291348,0.000165462,0.015980005,3.81E-06,,
3.81E-06,1.24E-05,2.62E-05,4.86E-05,0.000187397,0.000152111,0.016060829,5.48E-06,,
3.81E-06,1.50E-05,3.58E-05,6.25E-05,0.000278473,0.000249386,0.011962175,4.53E-06,,
3.81E-06,1.29E-05,2.74E-05,5.01E-05,0.000188351,0.000146627,0.011729002,5.48E-06,,
4.29E-06,1.26E-05,2.65E-05,5.05E-05,0.000187397,0.00014472,0.013261795,3.10E-06,,
0.002031326,1.22E-05,2.72E-05,5.39E-05,0.000248194,0.000172377,0.011759758,5.01E-06,,
3.10E-06,1.22E-05,2.41E-05,4.82E-05,0.000887632,0.000239372,0.012545586,4.53E-06,,
3.81E-06,1.24E-05,2.84E-05,5.20E-05,0.000195503,0.000151396,0.012280464,4.77E-06,,
3.58E-06,1.19E-05,2.74E-05,5.15E-05,0.000193119,0.000155926,0.018620491,5.01E-06,,
2.86E-06,1.31E-05,2.91E-05,5.41E-05,0.000197887,0.000190258,0.010694504,5.48E-06,,
3.10E-06,1.17E-05,2.05E-05,4.27E-05,0.000174284,0.00012517,0.013181686,5.25E-06,,
3.34E-06,1.29E-05,2.96E-05,5.67E-05,0.000207424,0.000181437,0.014665365,5.48E-06,,
2.86E-06,1.22E-05,2.57E-05,4.94E-05,0.000179052,0.000147581,0.015429258,4.53E-06,,
2.38E-06,1.17E-05,2.41E-05,4.96E-05,0.000181913,0.000144958,0.017733574,4.05E-06,,
3.58E-06,1.29E-05,2.74E-05,5.32E-05,0.000195742,0.000198364,0.012126446,5.72E-06,,
3.58E-06,1.34E-05,3.08E-05,5.05E-05,0.000252962,0.000155449,0.011791468,6.20E-06,,
3.34E-06,1.29E-05,2.77E-05,5.15E-05,0.000191212,0.000148058,0.013257504,4.05E-06,,
3.58E-06,1.31E-05,2.79E-05,5.60E-05,0.000204086,0.000149012,0.015168905,6.44E-06,,
3.34E-06,1.22E-05,2.65E-05,4.98E-05,0.000187397,0.000141621,0.012899399,5.96E-06,,
3.34E-06,1.14E-05,2.81E-05,7.99E-05,0.000293016,0.000313282,0.014219999,4.29E-06,,
3.34E-06,1.22E-05,2.74E-05,4.89E-05,0.000180244,0.000145912,0.013576031,4.29E-06,,
2.62E-06,1.19E-05,2.60E-05,5.17E-05,0.00018549,0.00015378,0.013150215,5.72E-06,,
3.58E-06,1.29E-05,2.81E-05,5.82E-05,0.000259399,0.001388788,0.015431881,6.68E-06,,
3.81E-06,1.60E-05,3.22E-05,5.70E-05,0.000201941,0.000169992,0.012463331,5.72E-06,,
3.10E-06,1.19E-05,2.62E-05,4.94E-05,0.000170469,0.000123262,0.010378599,4.29E-06,,
0.002081156,1.26E-05,2.84E-05,5.29E-05,0.000182867,0.000126362,0.01474905,2.15E-06,,
3.10E-06,1.19E-05,2.29E-05,4.65E-05,0.000178814,0.000123262,0.014211655,5.96E-06,,
3.34E-06,1.24E-05,2.53E-05,4.65E-05,0.000176907,0.000126123,0.016088963,4.77E-06,,
2.62E-06,1.14E-05,2.57E-05,4.89E-05,0.00018239,0.000138044,0.013062239,4.05E-06,,
2.86E-06,1.22E-05,2.46E-05,4.84E-05,0.000176191,0.000129938,0.013949156,5.96E-06,,
3.81E-06,1.24E-05,2.43E-05,4.91E-05,0.000179291,0.00012517,0.016697645,5.25E-06,,
3.10E-06,1.22E-05,2.26E-05,4.70E-05,0.000172138,0.000122786,0.014749289,5.01E-06,,
3.10E-06,1.36E-05,2.81E-05,5.36E-05,0.000207186,0.000170708,0.013509274,4.77E-06,,
3.34E-06,1.31E-05,2.86E-05,5.48E-05,0.000203848,0.000160933,0.013718605,2.86E-06,,
3.58E-06,1.24E-05,2.69E-05,5.22E-05,0.00019145,0.000150681,0.012257576,5.48E-06,,
3.34E-06,1.10E-05,1.88E-05,4.27E-05,0.000177145,0.000252247,0.012791395,4.05E-06,,
3.81E-06,1.10E-05,2.60E-05,4.51E-05,0.000175476,0.000123739,0.012954235,4.53E-06,,
3.34E-06,1.24E-05,2.77E-05,5.41E-05,0.000201702,0.000124693,0.013004303,4.05E-06,,
3.34E-06,1.19E-05,2.67E-05,5.41E-05,0.000186443,0.000126123,0.014373302,6.20E-06,,
3.34E-06,1.14E-05,2.29E-05,4.67E-05,0.00017643,0.000152588,0.015768766,5.48E-06,,
4.29E-06,1.45E-05,9.99E-05,6.37E-05,0.000266552,0.000186443,0.014964342,5.25E-06,,
4.29E-06,1.62E-05,3.24E-05,6.68E-05,0.000316381,0.00018549,0.015314102,4.29E-06,,
4.05E-06,1.26E-05,2.69E-05,5.10E-05,0.000196457,0.000148535,0.008429766,5.25E-06,,
3.10E-06,1.12E-05,2.10E-05,4.82E-05,0.000181198,0.000148296,0.014313459,4.53E-06,,
3.81E-06,1.38E-05,3.17E-05,5.22E-05,0.000195503,0.000179052,0.01961422,5.01E-06,,
0.002185583,1.26E-05,2.81E-05,5.27E-05,0.000233889,0.000163317,0.014347792,5.72E-06,,
3.34E-06,1.22E-05,2.55E-05,4.96E-05,0.000186205,0.000125408,0.01692915,2.86E-06,,
2.62E-06,1.19E-05,0.000115156,4.82E-05,0.000172615,0.000125647,0.013573408,4.77E-06,,
2.86E-06,1.19E-05,2.03E-05,4.60E-05,0.000174522,0.000126839,0.014443398,5.01E-06,,
3.58E-06,1.41E-05,3.03E-05,5.36E-05,0.000264168,0.000455618,0.01209259,4.77E-06,,
3.58E-06,1.19E-05,2.55E-05,5.05E-05,0.000184059,0.000130177,0.014762402,3.58E-06,,
3.10E-06,1.17E-05,2.17E-05,4.43E-05,0.000175714,0.000140905,0.017142057,4.29E-06,,
2.86E-06,1.12E-05,1.91E-05,4.58E-05,0.000176668,0.000146389,0.014282227,5.72E-06,,
4.29E-06,1.34E-05,2.96E-05,4.82E-05,0.000195265,0.0001688,0.011256456,5.01E-06,,
3.34E-06,1.24E-05,2.84E-05,5.22E-05,0.000195503,0.00014782,0.013715267,3.81E-06,,
2.62E-06,1.26E-05,2.53E-05,4.94E-05,0.000178576,0.000123739,0.016115665,4.77E-06,,
3.34E-06,1.17E-05,2.41E-05,4.72E-05,0.000179768,0.000150919,0.012053251,5.25E-06,,
4.77E-06,1.43E-05,3.24E-05,5.29E-05,0.000509977,0.000506163,0.009801149,4.77E-06,,
3.81E-06,1.22E-05,2.77E-05,5.41E-05,0.000197887,0.000223637,0.013677835,3.10E-06,,
2.62E-06,1.22E-05,2.77E-05,5.10E-05,0.000184298,0.000149965,0.015021086,4.29E-06,,
3.58E-06,1.26E-05,2.72E-05,5.32E-05,0.00026536,0.000379562,0.012866259,5.01E-06,,
4.05E-06,1.36E-05,2.98E-05,5.84E-05,0.000207901,0.000242949,0.008077145,5.25E-06,,
3.81E-06,1.26E-05,2.88E-05,5.48E-05,0.000201941,0.000155926,0.017504454,4.29E-06,,
2.86E-06,1.22E-05,2.60E-05,5.15E-05,0.000187874,0.000154734,0.015250921,5.01E-06,,
3.58E-06,1.24E-05,2.53E-05,5.05E-05,0.000188351,0.000145197,0.015735149,5.72E-06,,
0.001892805,1.29E-05,2.50E-05,5.22E-05,0.000289917,0.000239611,0.014051437,3.58E-06,,
2.62E-06,1.26E-05,2.65E-05,4.98E-05,0.000185251,0.000139475,0.011809826,4.53E-06,,
3.10E-06,1.31E-05,2.67E-05,5.01E-05,0.000179052,0.000124216,0.015304327,3.34E-06,,
3.58E-06,1.26E-05,2.41E-05,5.03E-05,0.000176907,0.000124693,0.012072802,5.25E-06,,
1.00E-05,2.48E-05,5.41E-05,0.000107527,0.000498533,0.00229764,0.013071299,7.63E-06,,
8.34E-06,2.31E-05,5.22E-05,0.000102282,0.000383139,0.000350475,0.015694857,8.82E-06,,
7.87E-06,2.29E-05,4.72E-05,9.18E-05,0.000334978,0.000314474,0.015273094,1.00E-05,,
8.34E-06,2.10E-05,4.36E-05,9.56E-05,0.000360966,0.000325203,0.014639378,1.00E-05,,
9.06E-06,2.53E-05,5.63E-05,0.00010705,0.002092838,0.000407696,0.010055542,1.03E-05,,
