t_yaw_enc,data_yaw_enc,t_yaw_mirte,data_yaw_mirte,t_shoulder_enc,data_shoulder_enc,t_shoulder_mirte,data_shoulder_mirte,t_elbow_enc,data_elbow_enc,t_elbow_mirte,data_elbow_mirte,t_wrist_enc,data_wrist_enc,t_wrist_mirte,data_wrist_mirte,t_gripper_enc,data_gripper_enc,t_gripper_mirte,data_gripper_mirte
1.556199312,-0.03132767,2.202921152,-0.00418879,1.589461088,1.361505651,2.232694387,0.963072658,1.618501425,-2.737175102,2.273548841,-1.589994907,1.64706707,-1.562238216,2.288056612,-1.433962464,1.676944733,0.00644949,2.300480366,0.446106166
1.570454597,-0.03132767,2.35274744,0,1.603838921,1.361505651,3.715931416,0.971450269,1.639005899,-2.737175102,2.297421455,-1.594183683,1.672877789,-1.562238216,2.353654146,-1.429773688,1.70294404,0.00644949,2.315000296,0.44191736
1.603398561,-0.03132767,2.376379251,-0.00418879,1.640059948,1.361505651,3.736181498,1.000771761,1.671754122,-2.737175102,2.315362453,-1.589994907,1.704828024,-1.562238216,2.376704216,-1.433962464,1.735801458,0.00644949,2.33398509,0.433539778
1.639779806,-0.034396386,2.554773092,0,1.671957016,1.361505651,3.755935431,1.080358863,1.706449986,-2.737175102,2.834103107,-1.598372579,1.735689878,-1.562238216,2.475604773,-1.429773688,1.76787138,0.00644949,2.353413582,0.44191736
1.670581341,-0.034396386,2.574173212,-0.00418879,1.704686642,1.361505651,3.77676487,1.147379398,1.735269308,-2.738709564,2.860682011,-1.589994907,1.769100189,-1.562238216,2.493186712,-1.433962464,1.799995184,0.00644949,2.392871857,0.446106166
1.70442915,-0.037465086,2.613298655,0,1.735030651,1.361505651,3.795683622,1.222777724,1.769273996,-2.737175102,3.075669527,-1.594183683,1.801071405,-1.562238216,2.514279366,-1.429773688,1.832998991,0.00644949,2.415292978,0.433539778
1.735482454,-0.037465086,2.633898497,-0.00418879,1.768344641,1.361505651,3.815237045,1.285609484,1.800925732,-2.737175102,3.093978167,-1.589994907,1.834003925,-1.562238216,2.532467127,-1.433962464,1.867969513,0.00644949,2.432734013,0.446106166
1.768093348,-0.032862028,2.654278278,0,1.800750017,1.361505651,3.836596727,1.344252586,1.834349632,-2.737175102,3.356540203,-1.598372579,1.867690086,-1.562238216,2.554172039,-1.429773688,1.899794579,0.00644949,2.493521452,0.44191736
1.800249815,-0.032862028,2.673091173,-0.00418879,1.833757401,1.361505651,3.855637074,1.373574138,1.86781168,-2.737175102,3.360994101,-1.589994907,1.900154591,-1.562238216,2.593870163,-1.433962464,1.933218956,0.00644949,2.514567614,0.446106166
1.834157228,-0.029793313,2.69418931,0,1.867278576,1.361505651,3.87477541,1.386140466,1.899984598,-2.738709564,3.535934687,-1.598372579,1.933662415,-1.562238216,2.634179115,-1.421396136,1.964855671,0.00644949,2.554517746,0.44191736
1.867483616,-0.038999444,2.713012457,-0.00418879,1.899591446,1.361505651,3.935472965,1.38195169,1.933452606,-2.738709564,3.557543516,-1.594183683,1.965993881,-1.562238216,2.654937983,-1.433962464,1.998832941,0.00644949,2.593559027,0.446106166
1.900258541,-0.048205575,2.738512754,0,1.932950974,1.361505651,3.952516794,1.373574138,1.966164351,-2.738709564,3.593755007,-1.589994907,1.999234438,-1.562238216,2.752971172,-1.429773688,2.030881405,0.00644949,2.613542557,0.44191736
1.93394804,-0.048205575,2.753780365,-0.00418879,1.96583581,1.361505651,3.976226807,1.369385362,1.999339819,-2.738709564,3.654477119,-1.585806131,2.032024145,-1.562238216,2.777554035,-1.433962464,2.064983845,0.00644949,2.673333406,0.446106166
1.965179443,-0.043602517,2.861268282,0,1.998605728,1.361505651,4.194446325,1.365196586,2.031849384,-2.738709564,3.695050955,-1.589994907,2.064826727,-1.562238216,2.894675255,-1.429773688,2.098949432,0.00644949,2.738772154,0.44191736
1.999031544,-0.042068159,2.873427868,-0.00418879,2.032143831,1.361505651,4.211516619,1.369385362,2.065304518,-2.737175102,3.81644249,-1.581617355,2.09962678,-1.562238216,2.915634155,-1.433962464,2.131064415,0.00644949,2.753433943,0.446106166
2.03107214,-0.043602517,2.894190788,0,2.064584494,1.361505651,5.913920641,1.365196586,2.099234104,-2.737175102,3.83611989,-1.577428579,2.13352704,-1.562238216,3.033296108,-1.429773688,2.171035051,0.00644949,2.777868032,0.44191736
2.065145731,-0.052808648,2.915162563,-0.00418879,2.100022078,1.361505651,5.936787367,1.356818914,2.133160114,-2.737175102,3.854948521,-1.573239803,2.171658039,-1.562238216,3.054267645,-1.433962464,2.198566198,0.00644949,2.794435978,0.446106166
2.099818468,-0.052808648,2.973279476,0,2.133844852,1.361505651,5.955832243,1.348441362,2.166078329,-2.737175102,3.874303579,-1.569051027,2.203629255,-1.562238216,3.357941866,-1.429773688,2.231018066,0.00644949,2.834387779,0.44191736
2.132409573,-0.065083479,2.993284464,-0.00418879,2.171259165,1.361505651,5.974491119,1.335875034,2.198321581,-2.737175102,3.915335894,-1.573239803,2.237553835,-1.562238216,3.360835552,-1.433962464,2.265492201,0.00644949,2.861002684,0.446106166
2.169677258,-0.062014779,3.014062881,0,2.20176959,1.361505651,5.993392706,1.319119811,2.236486197,-2.738709564,3.935990095,-1.581617355,2.272209644,-1.562238216,3.474971533,-1.429773688,2.298262596,0.00644949,2.894490242,0.44191736
2.202357054,-0.062014779,3.075360537,-0.00418879,2.236767292,1.361505651,6.013909578,1.285609484,2.268313885,-2.737175102,3.977828264,-1.585806131,2.299244165,-1.556100845,3.493510962,-1.433962464,2.33105731,0.00644949,2.915454388,0.446106166
2.231475115,-0.062014779,3.09362793,0,2.266880989,1.361505651,6.033097982,1.256288052,2.298663378,-2.737175102,4.016200304,-1.581617355,2.334285259,-1.554566383,3.633053064,-1.429773688,2.362648249,0.00644949,2.97300005,0.44191736
2.267447233,-0.058946064,3.353970051,-0.00418879,2.299582005,1.361505651,6.05278945,1.2269665,2.334852457,-2.738709564,4.052407265,-1.573239803,2.362899065,-1.556100845,3.655435562,-1.433962464,2.395185232,0.00644949,2.993538141,0.446106166
2.299809694,-0.049739932,3.360599756,0,2.330332279,1.361505651,6.07612896,1.193456173,2.36307621,-2.738709564,4.134722233,-1.581617355,2.395555019,-1.556100845,3.716619492,-1.450717688,2.42774415,0.00644949,3.053912878,0.44191736
2.330622196,-0.038999444,3.36060977,-0.00418879,2.361917734,1.361505651,6.092603207,1.17670095,2.395405054,-2.738709564,4.152647495,-1.585806131,2.427908421,-1.556100845,3.736040592,-1.475850463,2.459700823,0.00644949,3.075847864,0.433539778
2.363211155,-0.038999444,3.360613585,0,2.395831347,1.361505651,6.115810871,1.143190622,2.428226471,-2.738709564,4.17380023,-1.581617355,2.460721254,-1.556100845,3.756425381,-1.513549566,2.494784355,0.00644949,3.094182968,0.446106166
2.395669699,-0.034396386,3.36062026,-0.00418879,2.427482367,1.361505651,6.154493332,1.130624294,2.461030245,-2.738709564,4.252950668,-1.577428579,2.494661808,-1.556100845,3.775797606,-1.534493446,2.526860237,0.00644949,3.133924484,0.44191736
2.428058863,-0.034396386,3.474370956,0,2.460908175,1.361505651,6.279126644,1.122246742,2.494510412,-2.738709564,4.316313744,-1.581617355,2.527379751,-1.556100845,3.795959473,-1.555437446,2.559806824,0.00644949,3.367488146,0.446106166
2.459923267,-0.029793313,3.513623953,-0.00418879,2.494330406,1.361505651,6.296016693,1.113869071,2.52727437,-2.738709564,4.552561045,-1.577428579,2.560013294,-1.556100845,3.855260611,-1.563814998,2.592405319,0.00644949,3.367497683,0.44191736
2.493988752,-0.029793313,3.556716681,0,2.526624918,1.361505651,6.313665152,1.105491519,2.560321093,-2.738709564,4.573849201,-1.581617355,2.593211412,-1.556100845,3.875232697,-1.559626222,2.62579608,0.00644949,3.367501497,0.446106166
2.52707386,-0.023655897,3.587298155,-0.00418879,2.559580564,1.361505651,6.33573842,1.097113967,2.593075514,-2.738709564,6.013529301,-1.577428579,2.626895428,-1.556100845,3.893529892,-1.555437446,2.658780098,0.00644949,3.367505074,0.44191736
2.560157061,-0.028258955,3.613672495,0,2.592641115,1.361505651,6.358694553,1.084547639,2.626295328,-2.738709564,6.053111792,-1.581617355,2.659691811,-1.556100845,3.935785532,-1.563814998,2.692512751,0.00644949,3.393983364,0.446106166
2.592811108,-0.038999444,3.652178526,-0.00418879,2.626727581,1.361505651,6.377427816,1.06360364,2.65985918,-2.738709564,6.094393015,-1.585806131,2.69289279,-1.556100845,3.997197151,-1.559626222,2.724455833,0.00644949,3.494079113,0.44191736
2.626504183,-0.038999444,3.694592237,0,2.659423828,1.361505651,6.396072626,1.046848536,2.692993879,-2.738709564,6.113858223,-1.581617355,2.725026131,-1.556100845,4.016474009,-1.563814998,2.756921053,0.00644949,3.536384583,0.446106166
2.65997386,-0.05127429,3.715550184,0.012566371,2.692280531,1.361505651,6.416579247,1.02171576,2.724685907,-2.738709564,6.154773712,-1.585806131,2.758105993,-1.556100845,5.313343048,-1.568003774,2.790966749,0.00644949,3.55858469,0.44191736
2.692701817,-0.05127429,3.735503197,0.01675516,2.725136995,1.361505651,6.43576932,0.992394209,2.758219957,-2.738709564,6.17408514,-1.581617355,2.791190863,-1.556100845,6.359251738,-1.563814998,2.822931767,0.00644949,3.586673737,0.446106166
2.724853992,-0.035930728,3.75622797,0.020943951,2.75764823,1.361505651,6.456367254,0.954695106,2.790842533,-2.738709564,6.359021425,-1.585806131,2.823948145,-1.556100845,6.396595001,-1.559626222,2.857229948,0.00644949,3.593444824,0.44191736
2.75788331,-0.034396386,3.775452614,0.029321531,2.790676832,1.361505651,6.473552942,0.908618391,2.823796988,-2.738709564,6.377827168,-1.581617355,2.85712266,-1.556100845,6.416998386,-1.547059894,2.890604973,0.00644949,3.61406064,0.446106166
2.790431261,-0.034396386,3.814868927,0.03351032,2.82359767,1.361505651,6.496030092,0.879296899,2.856737375,-2.738709564,6.495406151,-1.585806131,2.890987873,-1.556100845,6.43556118,-1.526115894,2.921908855,0.00644949,3.633307934,0.44191736
2.824063301,-0.058946064,3.973541498,0.046076693,2.856482267,1.361505651,6.51783514,0.841597736,2.890830278,-2.738709564,6.557620287,-1.581617355,2.923224449,-1.556100845,6.459127188,-1.496794343,2.954921961,0.00644949,3.674495935,0.446106166
2.856928349,-0.054343005,4.134193182,0.050265484,2.891126871,1.361505651,6.534923553,0.79552108,2.922897577,-2.738709564,6.637083769,-1.585806131,2.955964565,-1.556100845,6.475180387,-1.471661568,2.988685846,0.00644949,3.694860458,0.44191736
2.891225576,-0.043602517,4.152160883,0.054454274,2.923103809,1.361505651,6.556978941,0.741066813,2.955346584,-2.738709564,6.658943176,-1.581617355,2.989998102,-1.556100845,6.495848656,-1.450717688,3.021331072,0.00644949,3.71635294,0.446106166
2.922693491,-0.043602517,4.194717169,0.062831856,2.955537558,1.361505651,6.580130816,0.686612546,2.989863396,-2.738709564,6.675608158,-1.585806131,3.022084713,-1.55763483,6.517456293,-1.425584912,3.055105686,0.00644949,3.735805035,0.44191736
2.955714464,-0.046671217,4.274555206,0.054454274,2.989319563,1.361505651,6.602329969,0.640535831,3.021570444,-2.738709564,6.859315395,-1.581617355,3.055539608,-1.556100845,6.53441596,-1.404641032,3.086868286,0.00644949,3.777556896,0.446106166
2.989589691,-0.048205575,4.332322359,0.050265484,3.021968126,1.361505651,6.618510723,0.59027034,3.055430651,-2.738709564,6.896658421,-1.585806131,3.088070393,-1.55763483,6.557819128,-1.387885809,3.119930983,0.00644949,3.816714287,0.44191736
3.021767616,-0.048205575,4.375038385,0.046076693,3.055292606,1.361505651,6.634796381,0.535816073,3.088201284,-2.738709564,6.91845417,-1.581617355,3.120851517,-1.556100845,6.584915161,-1.362753034,3.154049158,0.00644949,3.836414814,0.446106166
3.054532528,-0.048205575,4.433815479,0.037699111,3.087863922,1.361505651,6.657167912,0.47717303,3.120543957,-2.738709564,6.94162941,-1.585806131,3.153903484,-1.55763483,6.6019907,-1.354375482,3.18645978,0.00644949,3.85548687,0.44191736
3.087092161,-0.049739932,4.453368902,0.03351032,3.120152473,1.361505651,6.673945189,0.426907539,3.153761148,-2.738709564,7.019124508,-1.581617355,3.187276125,-1.556100845,6.620343208,-1.329242706,3.219984293,0.00644949,3.875058651,0.446106166
3.12028718,-0.054343005,4.516842604,0.037699111,3.153476715,1.361505651,6.69442606,0.380830854,3.186953068,-2.738709564,7.09645009,-1.585806131,3.220792055,-1.55763483,6.637281179,-1.32505393,3.252612829,0.00644949,3.893866539,0.44191736
3.154152393,-0.058946064,4.551587105,0.046076693,3.186749935,1.361505651,6.716065407,0.334754139,3.220589638,-2.738709564,7.117949009,-1.581617355,3.252970695,-1.556100845,6.661257267,-1.308298826,3.286047935,0.00644949,3.915617466,0.446106166
3.187121153,-0.058946064,4.593631029,0.050265484,3.220179081,1.361505651,6.735565662,0.301243842,3.253074408,-2.738709564,7.180370808,-1.585806131,3.285629034,-1.556100845,6.678197145,-1.295732379,3.318799019,0.00644949,3.975984812,0.44191736
3.220306158,-0.054343005,4.615051508,0.046076693,3.252404451,1.361505651,6.756416559,0.27192229,3.285878897,-2.738709564,7.226906776,-1.581617355,3.31925869,-1.556100845,6.698971272,-1.291543603,3.350867748,0.00644949,3.996955156,0.446106166
3.252782583,-0.05127429,4.695383787,0.050265484,3.285421848,1.361505651,6.778658867,0.242600769,3.318968773,-2.738709564,7.24019146,-1.585806131,3.352103233,-1.55763483,6.717669487,-1.283166051,3.384872913,0.00644949,4.035205364,0.44191736
3.286154032,-0.042068159,4.714277744,0.054454274,3.318598747,1.361505651,6.79375577,0.230034396,3.351942778,-2.738709564,7.294474602,-1.581617355,3.385987759,-1.55763483,6.794048071,-1.278977275,3.420328617,0.00644949,4.054133415,0.446106166
3.319093943,-0.023655897,5.053991556,0.046076693,3.352235079,1.361505651,6.815879345,0.213279232,3.386119604,-2.738709564,7.418563366,-1.585806131,3.42298317,-1.556100845,6.837580919,-1.274788499,3.453484058,0.00644949,4.073647022,0.44191736
3.351088285,-0.023655897,5.074258804,0.037699111,3.385448933,1.361505651,6.837345839,0.188146487,3.421315432,-2.738709564,7.495515108,-1.564862251,3.456063032,-1.55763483,6.879581928,-1.266410947,3.488293409,0.00644949,4.114105225,0.446106166
3.385668516,-0.014449751,5.092780828,0.03351032,3.419942617,1.361505651,6.859585524,0.171391338,3.455336809,-2.738709564,7.517822266,-1.581617355,3.490746737,-1.55763483,6.921015978,-1.270599723,3.522092104,0.00644949,4.13451004,0.44191736
3.420615196,-0.01138105,5.113948584,0.029321531,3.45491004,1.361505651,6.87985611,0.142069802,3.490401506,-2.738709564,7.536269426,-1.577428579,3.522359848,-1.556100845,6.941371441,-1.2538445,3.554173946,0.00644949,4.152460098,0.446106166
3.455644608,-0.000640562,5.152490139,0.020943951,3.491021633,1.361505651,6.893973112,0.116937056,3.521744251,-2.738709564,7.554218292,-1.573239803,3.559156179,-1.556100845,6.961325645,-1.241278172,3.585744619,0.00644949,4.21313715,0.44191736
3.489145517,-0.000640562,5.172852993,0.01675516,3.521357298,1.361505651,6.917996883,0.091804318,3.558093309,-2.738709564,7.57634449,-1.569051027,3.588212729,-1.556100845,6.97729969,-1.216145396,3.616091013,0.00644949,4.253207445,0.446106166
3.522596836,0.007031212,5.195635319,0.012566371,3.558913708,1.361505651,6.937912941,0.070860371,3.587941885,-2.738709564,7.594302893,-1.573239803,3.61763382,-1.556100845,6.996127367,-1.199390292,3.649119377,0.00644949,4.292540312,0.44191736
3.555073261,0.014702985,5.236762285,0,3.587647438,1.361505651,6.959312677,0.049916416,3.617327929,-2.738709564,7.620705366,-1.569051027,3.649230719,-1.556100845,7.02124691,-1.170068741,3.681674004,0.00644949,4.316573858,0.446106166
3.589000225,0.013168643,5.273014784,-0.00837758,3.616266727,1.361505651,6.975627899,0.012217305,3.648712158,-2.738709564,7.801440716,-1.564862251,3.681902409,-1.55763483,7.037216425,-1.14074719,3.714457035,0.00644949,4.393094063,0.44191736
3.615833044,0.013168643,5.313082695,-0.00418879,3.648917675,1.361505651,6.996424913,-0.008726646,3.68202281,-2.738709564,7.909963369,-1.55648458,3.714875698,-1.55763483,7.058211803,-1.123992085,3.74757266,0.00644949,4.416415215,0.433539778
3.649326563,0.013168643,5.333266497,-0.00837758,3.681493044,1.361505651,7.018880606,-0.042236969,3.715256691,-2.738709564,7.930217505,-1.552295804,3.74824357,-1.55763483,7.077313423,-1.111425638,3.779934406,0.00644949,4.433488846,0.446106166
3.68123126,0.013168643,5.420073748,-0.00418879,3.714700222,1.361505651,7.03651309,-0.071558498,3.748010159,-2.738709564,7.943957329,-1.55648458,3.780721903,-1.556100845,7.095821857,-1.09885931,3.812837839,0.00644949,4.453134537,0.44191736
3.715032578,0.00856557,5.63446188,-0.01675516,3.748135805,1.361505651,7.054858208,-0.088313662,3.780878067,-2.738709564,7.960555553,-1.539729476,3.814170599,-1.556100845,7.118196011,-1.090481758,3.846313715,0.00644949,4.517119169,0.446106166
3.747779608,0.00856557,5.655763149,0,3.780472517,1.361505651,7.075098991,-0.130201563,3.81400466,-2.738709564,7.971188068,-1.5355407,3.84732461,-1.556100845,7.183183193,-1.086292982,3.878869295,0.00644949,4.552827597,0.44191736
3.78011322,0.002428154,5.697843313,0.00418879,3.813534021,1.361505651,7.096095085,-0.167900667,3.847456217,-2.738709564,8.029211283,-1.531351924,3.879909039,-1.556100845,7.195055246,-1.077915311,3.911775827,0.00644949,4.574990511,0.433539778
3.813785315,0.002428154,5.712865829,0.00837758,3.846880198,1.361505651,7.120861053,-0.205599785,3.880245686,-2.738709564,8.058394432,-1.527163148,3.912807465,-1.55763483,7.218623877,-1.073726535,3.945975542,0.00644949,4.593953848,0.446106166
3.847102642,0.002428154,5.873925209,0.00418879,3.879705906,1.361505651,7.164623499,-0.234921321,3.913114309,-2.738709564,8.12053299,-1.522974253,3.946954966,-1.55763483,7.297623158,-1.069537759,3.979439735,0.00644949,4.65397954,0.44191736
3.880060911,0.002428154,5.895776987,0,3.912619829,1.361505651,7.180002928,-0.301941961,3.946409464,-2.738709564,8.179443836,-1.527163148,3.979554892,-1.556100845,7.319199562,-1.065348983,4.011051178,0.00644949,4.713970423,0.446106166
3.912938356,0.000893796,5.915725946,-0.00837758,3.946591377,1.361505651,7.194787502,-0.314508319,3.979009151,-2.738709564,8.195029736,-1.522974253,4.012136221,-1.55763483,7.338638783,-1.056971431,4.043885469,0.00644949,4.77342248,0.44191736
3.945137978,0.000893796,5.974234581,-0.012566371,3.979279757,1.361505651,7.215411901,-0.335452288,4.012016296,-2.738709564,8.240570545,-1.510407925,4.046184301,-1.556100845,7.395871639,-1.065348983,4.077642679,0.00644949,4.792323112,0.446106166
3.978299618,0.002428154,6.175052881,-0.01675516,4.011823654,1.361505651,7.224720478,-0.348018646,4.044965744,-2.738709564,8.257086277,-1.493652821,4.078099489,-1.560703754,7.419732809,-1.056971431,4.110199928,0.00644949,4.852464199,0.44191736
4.011260509,0.000893796,6.193023682,-0.029321531,4.045151234,1.361505651,7.238325119,-0.356396228,4.077927113,-2.738709564,8.278830051,-1.464331269,4.111125946,-1.562238216,7.439551592,-1.040216208,4.143978596,0.00644949,4.872694969,0.446106166
4.044176102,0.000893796,6.214332581,-0.03351032,4.078230858,1.363040113,7.25484848,-0.360585034,4.110975742,-2.738709564,8.300385952,-1.42244339,4.143789768,-1.562238216,7.456698179,-1.031838655,4.175911188,0.00644949,4.892226219,0.44191736
4.078330517,-0.000640562,6.233438015,-0.046076693,4.110797644,1.364574575,7.273156166,-0.377340198,4.144279718,-2.738709564,8.321461201,-1.393121839,4.177113533,-1.562238216,7.477336645,-1.019272327,4.208930492,0.00644949,4.91518712,0.437728584
4.110407829,-0.01138105,6.256710529,-0.050265484,4.14357233,1.363040113,7.297275543,-0.398284137,4.177013636,-2.738709564,8.340224981,-1.363800287,4.210122347,-1.562238216,7.495762825,-1.010894656,4.241897106,0.00644949,4.93278861,0.446106166
4.144112587,-0.01138105,6.275146723,-0.054454274,4.17660737,1.363040113,7.318784952,-0.419228077,4.209915638,-2.738709564,8.354004383,-1.33028996,4.243184566,-1.562238216,7.518130302,-0.998328328,4.27545619,0.00644949,4.994944572,0.44191736
4.176800728,-0.01138105,6.295689344,-0.06702064,4.210266352,1.363040113,7.338964701,-0.45692721,4.243063927,-2.738709564,8.376132727,-1.309345961,4.276695728,-1.562238216,7.539804697,-0.989950776,4.309359074,0.00644949,5.035369158,0.446106166
4.209139824,-0.00524362,6.335461855,-0.079587013,4.242889643,1.363040113,7.358220339,-0.494626313,4.27685833,-2.738709564,8.398289919,-1.284213305,4.308846951,-1.562238216,7.55469346,-0.981573164,4.342999935,0.00644949,5.053668737,0.44191736
4.242100716,-0.006777977,6.356018066,-0.087964594,4.275907993,1.363040113,7.375676632,-0.532325447,4.309503794,-2.738709564,8.419299126,-1.254891753,4.343097687,-1.562238216,7.576932907,-0.973195612,4.37557435,0.00644949,5.074517965,0.446106166
4.275675774,-0.008312335,6.378146172,-0.096342176,4.308604956,1.363040113,7.398065329,-0.565835714,4.342623949,-2.738709564,8.441640139,-1.225570202,4.375793457,-1.562238216,7.597057581,-0.956440449,4.408434153,0.00644949,5.273270369,0.44191736
4.309100151,-0.008312335,6.396380663,-0.108908549,4.342396021,1.363040113,7.418725967,-0.595157266,4.375433922,-2.738709564,8.461010456,-1.213003874,4.408872843,-1.562238216,7.62044096,-0.952251613,4.440640211,0.00644949,5.352859974,0.446106166
4.342792988,-0.003709277,6.417649746,-0.117286123,4.375237226,1.363040113,7.437464714,-0.616101205,4.409000635,-2.738709564,8.475492716,-1.200437427,4.441103935,-1.560703754,7.804970741,-0.948062837,4.472874403,0.00644949,5.374213457,0.44191736
4.374585629,0.007031212,6.435264587,-0.129852504,4.408686161,1.363040113,7.456346035,-0.637045205,4.441007853,-2.738709564,8.501724958,-1.187871099,4.47473526,-1.560703754,7.829168558,-0.952251613,4.507220507,0.00644949,5.420519352,0.446106166
4.409095287,0.020840416,6.456087589,-0.13823007,4.440376997,1.363040113,7.47864747,-0.628667593,4.475330114,-2.738709564,8.593827486,-1.183682323,4.507327557,-1.560703754,7.848431349,-0.948062837,4.539430618,0.00644949,5.513995886,0.44191736
4.440812111,0.020840416,6.475461721,-0.142418861,4.474943399,1.363040113,7.517405748,-0.645422757,4.507080793,-2.738709564,8.636624336,-1.187871099,4.540111542,-1.560703754,7.898253202,-0.952251613,4.572884798,0.00644949,5.5329597,0.446106166
4.474041462,0.020840416,6.557959557,-0.13823007,4.506626129,1.363040113,7.535973072,-0.666366696,4.540008307,-2.738709564,8.654592037,-1.183682323,4.572576761,-1.562238216,7.912170649,-0.948062837,4.604799986,0.00644949,5.552848339,0.44191736
4.506871939,0.019306073,6.579824209,-0.129852504,4.539883375,1.363040113,7.554516792,-0.68312186,4.572760344,-2.738709564,8.735244274,-1.187871099,4.605967522,-1.55763483,7.931555033,-0.952251613,4.638640404,0.00644949,5.574363708,0.433539778
4.539655209,0.017771701,6.602669239,-0.125663713,4.572335243,1.363040113,7.575994968,-0.708254635,4.606088877,-2.738709564,8.755246878,-1.183682323,4.639250278,-1.562238216,7.944750309,-0.948062837,4.671618462,0.00644949,5.59504056,0.446106166
4.573022604,0.017771701,6.618190765,-0.121474914,4.60547924,1.363040113,7.594578743,-0.720820963,4.638887644,-2.738709564,8.832743406,-1.179493546,4.672107697,-1.55763483,7.972625971,-0.943874061,4.704525232,0.00644949,5.656632662,0.44191736
4.605736494,0.017771701,6.634520054,-0.113097332,4.639362812,1.363040113,7.616750956,-0.741764903,4.671994686,-2.737175102,8.876620054,-1.183682323,4.705196619,-1.551497459,8.058804989,-0.939685285,4.737499237,0.00644949,5.67210722,0.446106166
4.639059544,0.017771701,6.656829357,-0.108908549,4.671836376,1.364574575,7.800790548,-0.745953739,4.70509553,-2.737175102,9.214755535,-1.187871099,4.737926245,-1.560703754,8.106791735,-0.931307673,4.771140337,0.00644949,5.698629618,0.44191736
4.671040058,0.017771701,6.676024199,-0.100530967,4.704772234,1.363040113,7.80704546,-0.762708902,4.73822546,-2.737175102,9.233166695,-1.183682323,4.770991087,-1.559169292,8.129441977,-0.927118897,4.804522038,0.00644949,5.713468075,0.446106166
4.704931021,0.022374759,6.694150209,-0.096342176,4.737780094,1.363040113,7.829810381,-0.766897678,4.77058506,-2.737175102,9.334193707,-1.179493546,4.80421114,-1.559169292,8.179150105,-0.918741345,4.835896492,0.00644949,5.735322237,0.44191736
4.738056421,0.022374759,6.715716839,-0.092153385,4.770828485,1.363040113,7.909288645,-0.766897678,4.804032326,-2.737175102,9.355135441,-1.183682323,4.837458611,-1.559169292,8.197054625,-0.91455251,4.868877172,0.00644949,5.753094196,0.446106166
4.771239758,0.03464962,6.734970808,-0.079587013,4.803807974,1.363040113,7.919742107,-0.754331291,4.837299109,-2.737175102,9.414048195,-1.179493546,4.870072126,-1.559169292,8.218162775,-0.89360857,4.903112411,0.00644949,5.834841967,0.44191736
4.804365158,0.048458824,6.754663229,-0.06702064,4.836858034,1.363040113,7.930907726,-0.77527523,4.869745255,-2.737175102,9.435132265,-1.183682323,4.90339613,-1.559169292,8.238300562,-0.868475854,4.935649395,0.00644949,5.861594439,0.446106166
4.837569237,0.065336714,6.7754004,-0.054454274,4.869472742,1.363040113,7.957170725,-0.787841618,4.903284311,-2.738709564,9.631291389,-1.187871099,4.936578274,-1.559169292,8.262035847,-0.851720691,4.969152927,0.00644949,5.873321295,0.44191736
4.869899511,0.065336714,6.79326725,-0.041887902,4.902933836,1.363040113,7.973315001,-0.79621923,4.936675549,-2.737175102,9.655599356,-1.183682323,4.969386578,-1.556100845,8.279063225,-0.826587915,5.000816822,0.00644949,5.895479441,0.446106166
4.902473211,0.07454286,6.816094875,-0.029321531,4.935945511,1.363040113,7.987649202,-0.808785558,4.968721151,-2.737175102,9.677893877,-1.192059875,5.002033472,-1.55763483,8.300210476,-0.797266424,5.034755945,0.00644949,5.914208412,0.44191736
4.936324835,0.086817691,6.836916924,-0.00837758,4.969286442,1.363040113,8.002448797,-0.800408006,5.002164841,-2.737175102,9.693607569,-1.183682323,5.035003185,-1.55763483,8.322891712,-0.759567261,5.067083597,0.007983952,5.93703413,0.446106166
4.968933344,0.106764326,6.856934786,0.012566371,5.001537323,1.363040113,8.013901711,-0.804596782,5.035595417,-2.737175102,9.953545809,-1.179493546,5.068558931,-1.55763483,8.340826273,-0.747000933,5.101311207,0.00644949,5.955632925,0.44191736
5.001796484,0.106764326,6.87622571,0.025132742,5.035786629,1.363040113,8.028939486,-0.808785558,5.067872047,-2.737175102,10.00026131,-1.171115875,5.101204634,-1.55763483,8.354356289,-0.738623321,5.133447886,0.00644949,6.033470392,0.446106166
5.034072876,0.125176588,6.894321442,0.03351032,5.067470312,1.363040113,8.059022427,-0.812974393,5.100767374,-2.737175102,10.02486849,-1.162738323,5.134133816,-1.55763483,8.397104263,-0.734434545,5.167009354,0.00644949,6.114147425,0.44191736
5.067646503,0.142054478,6.920700312,0.046076693,5.100537539,1.363040113,8.102225304,-0.817163169,5.134313345,-2.737175102,10.03689265,-1.150171995,5.167216539,-1.559169292,8.419475555,-0.726056993,5.200293541,0.00644949,6.134271383,0.446106166
5.101003408,0.151260624,6.937278271,0.062831856,5.133999586,1.363040113,8.120278358,-0.825540721,5.166806459,-2.73564064,10.06790662,-1.137605548,5.200034142,-1.574512959,8.477375269,-0.721868157,5.234143019,0.00644949,6.174374104,0.44191736
5.133678436,0.151260624,6.959015608,0.075398222,5.166601181,1.363040113,8.133318901,-0.833918333,5.200193882,-2.72490036,10.09612393,-1.12503922,5.234044075,-1.602131367,8.501257181,-0.713490605,5.265406847,0.00644949,6.214622259,0.446106166
